Hospital Name,Hospital Lat,Hospital Lon,Hospital Address,Beds Available,Doctors Available,Traffic Speed (km/h),Traffic Incident,Traffic Density,Traffic Severity Index,Weather Condition,Route Distance (km),Route Time Without Traffic (min),Route Time With Traffic (min),Route Start Time,Route End Time,Priority Level
"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",12.9794,80.2043658,"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",27,5,35,No,Low,19,Rain,11.43629975342547,17.154449630138203,30.730448565119424,2025-02-13 09:35:17.702733,2025-02-13 10:06:01.529647,Medium
"Xcellent Care Hospital, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9855867,80.21842695262237,"Xcellent Care Hospital, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",21,10,25,Yes,Moderate,16,Clear,11.04011665613056,16.56017498419584,25.322328463544693,2025-02-13 09:09:17.702733,2025-02-13 09:34:37.042441,Medium
"Sri Venkateshwara`s C.M. Hospital, Nanganallur 5th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9857914,80.185987,"Sri Venkateshwara`s C.M. Hospital, Nanganallur 5th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",23,10,40,No,Low,12,Fog,13.805560789017807,20.708341183526713,27.790503590262926,2025-02-13 09:26:17.702733,2025-02-13 09:54:05.132948,High
"Dr.Agarwal's Eye Hospital Ltd, Nanganallur, Nanganallur 1st Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9827844,80.1891661,"Dr.Agarwal's Eye Hospital Ltd, Nanganallur, Nanganallur 1st Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",26,5,30,Yes,High,68,Rain,6.356033137478389,9.534049706217584,21.637741728608667,2025-02-13 08:51:17.702733,2025-02-13 09:12:55.967237,High
"Helios Hospital Pvt Ltd, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9855882,80.2189144,"Helios Hospital Pvt Ltd, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",26,8,35,Yes,High,47,Rain,13.014716486523568,19.522074729785352,27.150723377421407,2025-02-13 09:37:17.703724,2025-02-13 10:04:26.747127,Medium
"Dr.Agarwals Eye Hospital - Velacherry, Velachery Bypass Road, Gangai Nagar, Ward 177, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9832366,80.217509,"Dr.Agarwals Eye Hospital - Velacherry, Velachery Bypass Road, Gangai Nagar, Ward 177, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",15,7,35,Yes,Moderate,21,Clear,14.448601724596271,21.672902586894406,33.639783688787546,2025-02-13 08:54:17.703724,2025-02-13 09:27:56.090745,Low
"Xcellent Care Superspeciality Hospital, Velachery Bypass Road, Gangai Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9833895,80.2181782,"Xcellent Care Superspeciality Hospital, Velachery Bypass Road, Gangai Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",24,6,35,No,Moderate,17,Snow,8.830375072473013,13.245562608709518,24.420394207982312,2025-02-13 09:40:17.703724,2025-02-13 10:04:42.927376,Low
"Palani Balaji Fertility Centre, Velachery Road, Jothiammal Nagar, Ward 171, Zone 13 Adyar, Chennai, Tamil Nadu, 624601, India",13.0122123,80.2235084,"Palani Balaji Fertility Centre, Velachery Road, Jothiammal Nagar, Ward 171, Zone 13 Adyar, Chennai, Tamil Nadu, 624601, India",27,5,40,No,Moderate,26,Clear,13.528619384256157,20.292929076384237,27.45071428888688,2025-02-13 09:11:17.703724,2025-02-13 09:38:44.746581,Medium
"Diha Clinic, No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.98096495,80.18711415874711,"Diha Clinic, No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",11,9,40,No,High,33,Rain,14.676325087648964,22.014487631473447,32.73123875378279,2025-02-13 08:45:17.703724,2025-02-13 09:18:01.578049,Medium
"No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9809491,80.1871116,"No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",14,10,20,Yes,High,60,Clear,19.762303524342165,29.643455286513248,35.27529245830778,2025-02-13 09:30:17.703724,2025-02-13 10:05:34.221271,Low
"Velachery K S Hospital, kalki nagar main road, Ward 178, Zone 13 Adyar, Sholinganallur, Chennai, Tamil Nadu, 600042, India",12.9763914,80.2114016,"Velachery K S Hospital, kalki nagar main road, Ward 178, Zone 13 Adyar, Sholinganallur, Chennai, Tamil Nadu, 600042, India",15,7,20,No,High,46,Fog,14.412835166798962,21.61925275019844,33.26893121896231,2025-02-13 09:20:17.703724,2025-02-13 09:53:33.839597,Low
"MIOT International, Miot International Hospital road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600089, India",13.0211808,80.1858412,"MIOT International, Miot International Hospital road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600089, India",19,6,30,Yes,Low,18,Snow,6.409736004161683,9.614604006242525,24.522207523044223,2025-02-13 08:59:17.703724,2025-02-13 09:23:49.036175,Medium
"Gowri Nursing Home, Kanchipuram, 6th Street, Lakshmi Nagar, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9779713,80.1883923,"Gowri Nursing Home, Kanchipuram, 6th Street, Lakshmi Nagar, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",25,9,40,Yes,High,75,Clear,11.574950079617565,17.362425119426348,24.123838832722697,2025-02-13 09:38:17.703724,2025-02-13 10:02:25.134054,Medium
"KS Bone and Joint Clinic - Ortho, Gangai Amman Koil Street, Ward 139, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",13.026029,80.212368,"KS Bone and Joint Clinic - Ortho, Gangai Amman Koil Street, Ward 139, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",23,5,35,No,High,42,Snow,6.322031827387265,9.483047741080899,23.87898640805857,2025-02-13 09:10:17.703724,2025-02-13 09:34:10.442908,High
"Gowri Nursing Home, 100ft Road, Ward 168, Zone 14 Perungudi, Alandur, Chennai, Tamil Nadu, 600061, India",12.9774071,80.18833045104813,"Gowri Nursing Home, 100ft Road, Ward 168, Zone 14 Perungudi, Alandur, Chennai, Tamil Nadu, 600061, India",16,6,25,No,Moderate,22,Clear,15.970557493017123,23.955836239525684,34.80602012768515,2025-02-13 09:19:17.703724,2025-02-13 09:54:06.064932,Low
"Pankajam Memorial Hospital, Nanganallur 100 Feet Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9801472,80.1835965,"Pankajam Memorial Hospital, Nanganallur 100 Feet Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",17,5,20,No,Low,17,Clear,8.049525318194766,12.074287977292148,20.463230002092736,2025-02-13 08:47:17.703724,2025-02-13 09:07:45.497524,Medium
"Sri Chakra Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9786524,80.1850278,"Sri Chakra Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",29,10,20,No,Low,23,Fog,18.642572498765382,27.963858748148073,39.9580201695412,2025-02-13 08:55:17.703724,2025-02-13 09:35:15.184934,Medium
"Srichakara Multispeciality Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.97853,80.1851381,"Srichakara Multispeciality Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",13,6,30,No,High,38,Snow,8.618912810203923,12.928369215305885,23.612695498652766,2025-02-13 09:01:17.703724,2025-02-13 09:24:54.465454,Low
"Hindu Mission Health Services, Kanchipuram, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 603209, India",12.9787682,80.1846471,"Hindu Mission Health Services, Kanchipuram, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 603209, India",11,9,25,No,Moderate,28,Rain,15.991663692231642,23.987495538347464,29.571177859115927,2025-02-13 08:55:17.703724,2025-02-13 09:24:51.974396,Low
"Nivas Skin Clinic, Inner Ring Road, CMWSSB Division 138, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",13.0289663,80.2085951,"Nivas Skin Clinic, Inner Ring Road, CMWSSB Division 138, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",51,13,35,Yes,High,43,Snow,5.986789289821577,8.980183934732365,19.012050625079745,2025-02-13 08:58:17.703724,2025-02-13 09:17:18.426762,High
"சைதாப்பேட்டை அரசு மருத்துவமனை, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",13.02044625,80.22405105438145,"சைதாப்பேட்டை அரசு மருத்துவமனை, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",159,52,20,Yes,Low,10,Snow,6.579737139033812,9.869605708550719,16.833472980240792,2025-02-13 09:42:17.703724,2025-02-13 09:59:07.712103,Medium
"Bora Hospital, Vadhyar Subbraya mudali street, Saidapet, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",13.02231095,80.2222779,"Bora Hospital, Vadhyar Subbraya mudali street, Saidapet, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",70,35,40,No,High,71,Snow,9.524325128679703,14.286487693019554,20.63974682838202,2025-02-13 09:33:17.703724,2025-02-13 09:53:56.088534,High
"Prashanth Hospitals, 36, Velachery Main Road, JagannathaPuram, CMWSSB Division 179, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9784544,80.2214698,"Prashanth Hospitals, 36, Velachery Main Road, JagannathaPuram, CMWSSB Division 179, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",28,5,25,Yes,Moderate,11,Fog,11.791108113502723,17.686662170254085,31.98940201049085,2025-02-13 09:07:17.703724,2025-02-13 09:39:17.067845,High
"Nalam Hospital, Manapakkam Main Road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Mugalivakkam, Chengalpattu, Chennai, Tamil Nadu, 600116, India",13.0164671,80.1772853,"Nalam Hospital, Manapakkam Main Road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Mugalivakkam, Chengalpattu, Chennai, Tamil Nadu, 600116, India",22,8,20,Yes,Low,19,Fog,16.868173229444412,25.302259844166617,32.798195020402225,2025-02-13 08:50:17.703724,2025-02-13 09:23:05.595425,Low
"Chennai Corporation 24 Hours Maternity Hospital, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",13.0208822,80.22412781839571,"Chennai Corporation 24 Hours Maternity Hospital, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",100,66,40,Yes,Low,24,Clear,9.185504570489197,13.778256855733796,19.163459056570897,2025-02-13 08:47:17.703724,2025-02-13 09:06:27.511267,High
"Dhanraj Hospital, Karpaga Vinayakar Koil Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0017797,80.2033269,"Dhanraj Hospital, Karpaga Vinayakar Koil Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",10,8,30,Yes,Moderate,18,Rain,17.717763343929082,26.576645015893625,36.44255366535783,2025-02-13 08:46:17.703724,2025-02-13 09:22:44.256944,High
"Cu Shah Sankara Netralaya, Station Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",13.0012687,80.2001283,"Cu Shah Sankara Netralaya, Station Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",21,9,35,No,Low,27,Rain,16.674354960431867,25.0115324406478,34.269905134190864,2025-02-13 09:08:17.703724,2025-02-13 09:42:33.898032,Medium
"S.S. Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0036449,80.2030844,"S.S. Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",27,6,25,No,Moderate,19,Clear,5.976819827690528,8.965229741535792,22.690139094202543,2025-02-13 09:19:17.703724,2025-02-13 09:41:59.112070,High
"Government Hospital Alandur, Vishnu Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai, Tamil Nadu, 600016, India",13.0048164,80.2025432,"Government Hospital Alandur, Vishnu Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai, Tamil Nadu, 600016, India",19,7,30,Yes,Moderate,25,Fog,5.872776557803302,8.809164836704953,22.63981545398764,2025-02-13 08:57:17.703724,2025-02-13 09:19:56.092651,High
"Kaanthi Makapperu Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.003406,80.2063632,"Kaanthi Makapperu Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",24,9,35,No,High,47,Rain,14.339629296058057,21.509443944087085,30.242467486193256,2025-02-13 09:09:17.703724,2025-02-13 09:39:32.251773,High
"Jaya Sri Hospital, MKN Road, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0027883,80.207025,"Jaya Sri Hospital, MKN Road, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Chengalpattu, Chennai, Tamil Nadu, 600016, India",18,9,40,No,Low,14,Snow,14.964976705828327,22.44746505874249,34.168860449626436,2025-02-13 08:54:17.703724,2025-02-13 09:28:27.835351,Low
"G. R. Hospital & Fertility Centre, City Link Road, CMWSSB Division 160, Zone 13 Adyar, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",12.9952982,80.2068955,"G. R. Hospital & Fertility Centre, City Link Road, CMWSSB Division 160, Zone 13 Adyar, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",16,10,25,No,High,32,Rain,15.000827419663713,22.501241129495572,27.995507357366243,2025-02-13 09:18:17.703724,2025-02-13 09:46:17.434165,High
"Balaji Hospital (P) Ltd, Anna Salai (Mount Road), Ward 170, Zone 13 Adyar, Alandur, Chennai, Tamil Nadu, 600032, India",13.00738175,80.20608622840193,"Balaji Hospital (P) Ltd, Anna Salai (Mount Road), Ward 170, Zone 13 Adyar, Alandur, Chennai, Tamil Nadu, 600032, India",29,10,40,No,High,78,Fog,18.551279072397477,27.826918608596216,33.442830434758235,2025-02-13 09:02:17.703724,2025-02-13 09:35:44.273550,Medium
"SP Hospital, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",12.9933638,80.2009134,"SP Hospital, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",29,10,30,Yes,Low,21,Fog,15.07889856741866,22.61834785112799,35.93447026579889,2025-02-13 09:31:17.703724,2025-02-13 10:07:13.771940,High
"Ponmalligai Hospital Pvt Ltd, Kakkan Nagar Main Road, Ward 177, Zone 13 Adyar, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",12.9925116,80.2061465,"Ponmalligai Hospital Pvt Ltd, Kakkan Nagar Main Road, Ward 177, Zone 13 Adyar, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",18,7,40,Yes,High,39,Fog,9.378279558509586,14.06741933776438,22.119140888826887,2025-02-13 08:58:17.703724,2025-02-13 09:20:24.852177,Low
"K P Childrens Hospital And Neuro Centre, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",12.9911179,80.1986745,"K P Childrens Hospital And Neuro Centre, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",15,10,35,No,Moderate,23,Rain,12.961046179073467,19.441569268610202,30.677357333113218,2025-02-13 08:48:17.703724,2025-02-13 09:18:58.345164,Low
"Cantonment General Hospital, Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.0096653,80.19501478878405,"Cantonment General Hospital, Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",30,5,35,No,High,73,Rain,7.426551656814858,11.139827485222288,19.049001255255828,2025-02-13 09:29:17.704740,2025-02-13 09:48:20.644815,High
"Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.009781,80.1949734,"Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",11,5,20,No,Moderate,20,Rain,14.90864309278676,22.362964639180138,27.83316624136422,2025-02-13 09:41:17.704740,2025-02-13 10:09:07.694714,High
"Rathna Hospital, St Patricks Church Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0087475,80.1937172,"Rathna Hospital, St Patricks Church Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Chengalpattu, Chennai, Tamil Nadu, 600016, India",29,7,40,Yes,Moderate,28,Rain,12.597282720005833,18.89592408000875,30.008541308620607,2025-02-13 08:51:17.704740,2025-02-13 09:21:18.217219,Low
"St. Thomas Hospital, Defence Colony Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",13.0122733,80.196428,"St. Thomas Hospital, Defence Colony Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",50,23,30,Yes,Moderate,18,Clear,14.854393505845533,22.2815902587683,29.713302966277283,2025-02-13 09:15:17.704740,2025-02-13 09:45:00.502918,Medium
"Military Hospital, 2nd Seven Wells Street, CMWSSB Division 158, Ward 158, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600016, India",13.0117736,80.1941708,"Military Hospital, 2nd Seven Wells Street, CMWSSB Division 158, Ward 158, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600016, India",19,5,40,Yes,Low,17,Snow,13.552139352801378,20.328209029202068,28.712325975353686,2025-02-13 09:24:17.704740,2025-02-13 09:53:00.444299,Low
"BM Hospital, 5th Main Road, CMWSSB Division 162, Ward 162, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",12.9887616,80.1904116,"BM Hospital, 5th Main Road, CMWSSB Division 162, Ward 162, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",29,6,20,Yes,High,56,Rain,14.049705744422084,21.074558616633126,34.716822900812915,2025-02-13 09:37:17.704740,2025-02-13 10:12:00.714114,High
"Dr Bala's Skin clinic, 14, Vanalar Street, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",12.9831959,80.2013573,"Dr Bala's Skin clinic, 14, Vanalar Street, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",19,8,25,Yes,High,71,Rain,18.389748825788985,27.584623238683477,37.15323627578394,2025-02-13 09:38:17.704740,2025-02-13 10:15:26.898917,High
"HOSPICE, Nagi Reddy thottam Garden Rd, Labour Colony, CMWSSB Division 170, Zone 13 Adyar, Chennai, Tamil Nadu, 600001, India",13.015872900000002,80.21345943331696,"HOSPICE, Nagi Reddy thottam Garden Rd, Labour Colony, CMWSSB Division 170, Zone 13 Adyar, Chennai, Tamil Nadu, 600001, India",18,10,30,Yes,Low,25,Rain,7.170939569165134,10.756409353747701,25.500976994896504,2025-02-13 08:56:17.704740,2025-02-13 09:21:47.763360,Medium
"Military Hospital, Defence Colony 1st Avenue, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.0194622,80.1972947,"Military Hospital, Defence Colony 1st Avenue, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13,6,35,Yes,Low,25,Rain,5.197262295608218,7.795893443412327,21.046883536090952,2025-02-13 08:53:17.704740,2025-02-13 09:14:20.517752,Low
"Rotary Central Margaret Sidney Hospital, 2nd Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600001, India",12.9837958,80.1932105,"Rotary Central Margaret Sidney Hospital, 2nd Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600001, India",26,5,40,No,High,37,Fog,9.899327075886461,14.848990613829692,27.267041728455666,2025-02-13 09:00:17.704740,2025-02-13 09:27:33.727244,Medium
"Hariharan Hospital, 29th Street, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9847145,80.1905906,"Hariharan Hospital, 29th Street, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",16,7,30,Yes,Moderate,12,Fog,13.03761598538553,19.556423978078296,32.8226550139934,2025-02-13 09:24:17.704740,2025-02-13 09:57:07.064041,Medium
"Bharath Hospital, 72, Nanganallur 1st Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9823277,80.1937835,"Bharath Hospital, 72, Nanganallur 1st Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",13,9,20,Yes,Low,27,Clear,15.748722414559492,23.623083621839235,36.17267838564055,2025-02-13 09:36:17.704740,2025-02-13 10:12:28.065443,Low
"Prime Care Nursing Home, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",12.9799192,80.2044922,"Prime Care Nursing Home, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",14,9,40,Yes,Low,23,Fog,16.728552063781795,25.09282809567269,36.04725769092443,2025-02-13 09:40:17.704740,2025-02-13 10:16:20.540201,Low
"Dr. Janardhanan Multispeciality Dental Clinic, Nanganallur 4th Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",12.9842586,80.1886083,"Dr. Janardhanan Multispeciality Dental Clinic, Nanganallur 4th Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",11,6,35,Yes,Low,28,Rain,9.212584340477878,13.818876510716818,26.512095840675194,2025-02-13 08:50:17.704740,2025-02-13 09:16:48.430490,Medium
"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",12.9794,80.2043658,"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",10,6,40,No,High,47,Snow,17.022819058460836,25.534228587691253,34.119913598048726,2025-02-13 08:57:17.704740,2025-02-13 09:31:24.899556,Medium
"Xcellent Care Hospital, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9855867,80.21842695262237,"Xcellent Care Hospital, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",16,9,35,No,Low,29,Snow,9.42675174790504,14.14012762185756,26.784842859938372,2025-02-13 09:24:17.704740,2025-02-13 09:51:04.795312,Low
"Sri Venkateshwara`s C.M. Hospital, Nanganallur 5th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9857914,80.185987,"Sri Venkateshwara`s C.M. Hospital, Nanganallur 5th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",26,5,20,Yes,Low,20,Clear,11.956291954930503,17.934437932395753,31.992036701292484,2025-02-13 08:49:17.704740,2025-02-13 09:21:17.226942,High
"Dr.Agarwal's Eye Hospital Ltd, Nanganallur, Nanganallur 1st Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9827844,80.1891661,"Dr.Agarwal's Eye Hospital Ltd, Nanganallur, Nanganallur 1st Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",18,10,25,No,High,58,Fog,19.43127704082665,29.146915561239975,42.523632196354995,2025-02-13 09:42:17.704740,2025-02-13 10:24:49.122672,Low
